person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
32,133725,MORTGAGE,4.4,VENTURE,A,30084,8.67,0,0.225,N,14.0
59,63032,RENT,8.4,EDUCATION,B,28659,10.38,1,0.455,N,30.0
61,32112,MORTGAGE,2.0,VENTURE,B,25976,10.28,0,0.809,N,30.0
28,47407,OWN,1.8,VENTURE,A,18107,8.21,0,0.382,N,9.0
46,68527,RENT,2.6,HOMEIMPROVEMENT,E,3329,18.18,1,0.049,N,27.0
21,51308,RENT,5.6,HOMEIMPROVEMENT,A,3770,8.87,0,0.073,N,3.0
24,67727,MORTGAGE,5.7,EDUCATION,C,5846,15.93,1,0.086,N,5.0
48,28214,MORTGAGE,1.9,PERSONAL,C,17651,12.43,1,0.626,N,28.0
56,54264,MORTGAGE,0.7,DEBTCONSOLIDATION,C,15633,12.0,1,0.288,N,30.0
57,20989,OWN,5.0,DEBTCONSOLIDATION,A,14628,7.95,0,0.697,N,30.0
38,45856,RENT,,VENTURE,B,1569,8.96,0,0.034,N,20.0
27,28499,MORTGAGE,4.3,PERSONAL,D,2973,14.44,1,0.104,Y,8.0
67,31529,MORTGAGE,5.9,EDUCATION,B,34038,8.04,0,1.08,N,30.0
64,102914,MORTGAGE,6.0,EDUCATION,B,8641,10.04,0,0.084,N,30.0
20,94351,RENT,7.0,HOMEIMPROVEMENT,A,9930,7.46,0,0.105,N,1.0
41,70649,MORTGAGE,10.3,VENTURE,B,7680,9.88,0,0.109,N,21.0
36,25453,MORTGAGE,3.5,MEDICAL,D,2257,,0,0.089,N,17.0
26,40544,RENT,6.6,EDUCATION,B,9250,12.08,0,0.228,Y,5.0
44,101504,RENT,4.8,VENTURE,B,29757,12.81,1,0.293,N,25.0
64,53371,MORTGAGE,1.0,PERSONAL,B,5858,10.56,1,0.11,N,30.0
23,197125,RENT,0.1,HOMEIMPROVEMENT,B,14491,11.92,0,0.074,N,2.0
55,62068,RENT,1.7,DEBTCONSOLIDATION,A,26294,7.87,1,0.424,Y,30.0
25,55007,RENT,2.9,PERSONAL,A,7908,7.75,0,0.144,Y,4.0
50,40722,MORTGAGE,4.8,EDUCATION,B,11844,9.94,0,0.291,N,30.0
38,53110,MORTGAGE,9.5,EDUCATION,C,3911,10.78,0,0.074,Y,16.0
63,44735,MORTGAGE,1.1,PERSONAL,B,9991,,0,0.223,N,30.0
58,74971,RENT,0.7,EDUCATION,B,12572,11.88,0,0.168,Y,30.0
46,87031,MORTGAGE,16.5,VENTURE,B,30693,8.67,0,0.353,N,28.0
29,30589,MORTGAGE,0.6,EDUCATION,A,18493,7.49,0,0.605,N,8.0
45,22054,MORTGAGE,3.3,HOMEIMPROVEMENT,E,18634,19.69,1,0.845,N,23.0
38,16289,OWN,4.4,VENTURE,B,25561,10.07,1,1.569,N,20.0
58,66489,RENT,3.9,MEDICAL,A,19033,8.93,0,0.286,N,30.0
22,25285,MORTGAGE,0.4,EDUCATION,A,8351,7.33,0,0.33,N,4.0
64,15000,RENT,0.3,EDUCATION,F,26921,20.37,1,1.795,N,30.0
32,61892,MORTGAGE,0.6,HOMEIMPROVEMENT,A,20340,9.0,0,0.329,N,11.0
47,218775,RENT,4.4,HOMEIMPROVEMENT,D,15901,14.88,1,0.073,N,29.0
39,48842,RENT,3.9,DEBTCONSOLIDATION,A,11638,6.63,0,0.238,Y,18.0
47,81072,RENT,1.3,PERSONAL,E,22378,17.43,1,0.276,Y,29.0
27,51487,MORTGAGE,5.1,PERSONAL,D,23820,14.63,0,0.463,Y,8.0
60,46196,RENT,8.6,PERSONAL,B,26060,10.68,1,0.564,N,30.0
58,85088,MORTGAGE,0.2,HOMEIMPROVEMENT,A,33642,6.88,0,0.395,N,30.0
20,41185,RENT,3.4,PERSONAL,A,26378,8.09,1,0.64,Y,1.0
22,57551,RENT,5.8,PERSONAL,B,9150,8.42,0,0.159,Y,2.0
32,59457,MORTGAGE,1.5,MEDICAL,B,25059,9.15,0,0.421,N,12.0
47,32831,RENT,1.8,PERSONAL,A,19193,7.56,0,0.585,N,26.0
44,88896,RENT,4.8,EDUCATION,A,28801,,1,0.324,N,24.0
52,44135,MORTGAGE,11.4,DEBTCONSOLIDATION,B,27246,10.95,1,0.617,N,30.0
57,31149,RENT,8.3,HOMEIMPROVEMENT,B,13807,9.79,1,0.443,N,30.0
25,67636,RENT,4.4,VENTURE,A,18535,5.71,0,0.274,N,3.0
63,28593,RENT,6.6,DEBTCONSOLIDATION,A,6492,6.72,0,0.227,Y,30.0
64,49856,OWN,2.3,MEDICAL,G,32357,23.45,0,0.649,N,30.0
51,48753,MORTGAGE,5.1,HOMEIMPROVEMENT,B,7302,7.67,0,0.15,N,30.0
64,94045,MORTGAGE,3.1,HOMEIMPROVEMENT,C,33314,,0,0.354,N,30.0
66,65174,MORTGAGE,1.1,EDUCATION,B,5747,9.61,0,0.088,Y,30.0
40,48290,RENT,6.0,DEBTCONSOLIDATION,A,11686,7.19,0,0.242,N,20.0
35,80070,RENT,4.1,DEBTCONSOLIDATION,B,19891,10.43,0,0.248,N,14.0
40,112884,MORTGAGE,2.2,PERSONAL,B,30928,9.77,0,0.274,N,20.0
30,68506,RENT,12.1,EDUCATION,D,8494,16.61,1,0.124,N,9.0
56,49326,RENT,0.1,PERSONAL,C,30877,13.65,1,0.626,N,30.0
55,22312,RENT,1.9,PERSONAL,A,28981,7.06,1,1.299,N,30.0
54,25872,RENT,0.3,HOMEIMPROVEMENT,F,15026,21.77,1,0.581,N,30.0
38,40817,OTHER,7.3,DEBTCONSOLIDATION,B,21422,11.17,1,0.525,N,19.0
39,34006,RENT,6.1,PERSONAL,G,10244,21.76,1,0.301,N,19.0
37,43818,MORTGAGE,2.0,MEDICAL,G,34481,23.46,1,0.787,N,16.0
66,50715,RENT,5.6,MEDICAL,A,24644,8.57,1,0.486,N,30.0
60,67360,OWN,2.5,DEBTCONSOLIDATION,B,9521,,1,0.141,Y,30.0
33,46990,RENT,7.1,MEDICAL,B,2746,,0,0.058,N,12.0
34,65637,RENT,3.0,HOMEIMPROVEMENT,C,18591,13.22,1,0.283,N,15.0
50,50954,MORTGAGE,2.7,EDUCATION,B,27718,11.01,0,0.544,N,28.0
20,15000,MORTGAGE,13.6,VENTURE,F,3696,21.97,1,0.246,N,1.0
22,27900,RENT,1.4,PERSONAL,C,13012,13.64,0,0.466,N,4.0
35,44960,RENT,0.6,VENTURE,A,15688,7.77,0,0.349,N,14.0
42,23722,RENT,4.4,EDUCATION,A,24457,7.2,1,1.031,N,24.0
30,70259,RENT,17.4,EDUCATION,C,6036,11.9,0,0.086,Y,12.0
31,122816,RENT,2.4,HOMEIMPROVEMENT,A,30960,7.29,0,0.252,Y,10.0
29,101850,RENT,0.3,MEDICAL,C,23159,12.69,0,0.227,Y,8.0
51,43128,RENT,2.1,MEDICAL,B,8910,9.69,0,0.207,N,30.0
35,119902,RENT,3.5,EDUCATION,B,3693,12.22,0,0.031,N,15.0
27,53594,MORTGAGE,0.9,HOMEIMPROVEMENT,A,16858,,0,0.315,N,5.0
57,40044,OWN,5.4,HOMEIMPROVEMENT,C,29810,11.47,0,0.744,N,30.0
31,33926,MORTGAGE,30.5,DEBTCONSOLIDATION,A,21092,6.2,0,0.622,N,10.0
43,40884,RENT,3.0,PERSONAL,C,24243,13.06,1,0.593,N,21.0
47,38835,RENT,2.2,MEDICAL,B,31505,9.73,1,0.811,N,25.0
27,54298,OWN,2.6,EDUCATION,C,8692,13.88,0,0.16,N,7.0
47,53978,RENT,0.6,DEBTCONSOLIDATION,B,29555,9.01,0,0.548,N,25.0
55,49110,RENT,10.7,VENTURE,A,7398,8.65,0,0.151,N,30.0
45,63714,MORTGAGE,2.7,MEDICAL,C,8252,13.45,0,0.13,N,23.0
27,100146,MORTGAGE,2.4,PERSONAL,A,12721,7.09,0,0.127,N,6.0
47,86658,MORTGAGE,5.4,HOMEIMPROVEMENT,B,18939,10.48,0,0.219,N,26.0
47,20111,RENT,2.9,EDUCATION,A,12825,7.0,1,0.638,N,29.0
56,15000,RENT,5.2,MEDICAL,C,26251,11.06,1,1.75,N,30.0
60,85870,OWN,0.3,VENTURE,E,25151,18.51,0,0.293,N,30.0
55,21587,RENT,8.4,PERSONAL,B,1036,10.12,1,0.048,N,30.0
46,42836,MORTGAGE,14.1,PERSONAL,B,29412,9.35,1,0.687,Y,27.0
36,24292,MORTGAGE,5.2,DEBTCONSOLIDATION,C,19171,14.82,1,0.789,Y,15.0
28,16627,MORTGAGE,15.5,MEDICAL,A,33761,8.3,1,2.03,N,10.0
52,67837,RENT,0.8,VENTURE,E,16202,21.43,1,0.239,N,30.0
39,77303,RENT,3.2,PERSONAL,A,9060,8.5,0,0.117,N,17.0
32,34686,MORTGAGE,4.6,EDUCATION,G,9065,,1,0.261,N,13.0
47,15000,MORTGAGE,4.4,PERSONAL,C,30873,12.41,1,2.058,Y,26.0
67,35321,OWN,2.6,VENTURE,C,6932,12.91,0,0.196,N,30.0
48,62011,RENT,2.1,HOMEIMPROVEMENT,C,27470,12.7,1,0.443,Y,28.0
32,20184,RENT,0.7,HOMEIMPROVEMENT,B,9328,10.63,1,0.462,N,10.0
65,54721,OWN,2.5,DEBTCONSOLIDATION,B,7333,8.65,0,0.134,N,30.0
54,48572,MORTGAGE,0.9,MEDICAL,A,12268,8.28,0,0.253,N,30.0
25,69395,OWN,6.6,VENTURE,C,6067,13.61,0,0.087,N,7.0
37,52667,RENT,1.2,DEBTCONSOLIDATION,C,18045,14.14,1,0.343,N,15.0
24,27341,MORTGAGE,0.3,PERSONAL,D,23770,14.63,1,0.869,N,3.0
66,100503,MORTGAGE,4.0,PERSONAL,B,8887,10.8,0,0.088,N,30.0
44,44572,MORTGAGE,4.5,HOMEIMPROVEMENT,A,34182,9.06,1,0.767,N,22.0
21,48224,RENT,10.3,DEBTCONSOLIDATION,B,33370,9.47,1,0.692,N,3.0
29,28002,RENT,4.3,HOMEIMPROVEMENT,C,25918,12.43,0,0.926,N,7.0
49,37572,MORTGAGE,2.1,EDUCATION,A,29026,8.35,0,0.773,N,30.0
64,28828,RENT,8.1,HOMEIMPROVEMENT,A,12929,6.34,0,0.448,N,30.0
24,44189,RENT,,EDUCATION,D,14563,,1,0.33,N,4.0
52,136902,OWN,0.4,PERSONAL,B,29546,12.27,0,0.216,N,30.0
20,21522,RENT,4.2,DEBTCONSOLIDATION,B,13888,9.45,1,0.645,Y,1.0
37,18617,MORTGAGE,11.9,EDUCATION,B,17958,12.35,0,0.965,N,17.0
51,118504,RENT,2.5,DEBTCONSOLIDATION,C,13634,13.1,0,0.115,N,30.0
66,43235,MORTGAGE,1.8,DEBTCONSOLIDATION,A,20251,6.15,0,0.468,N,30.0
30,32812,OWN,,EDUCATION,C,20928,14.22,1,0.638,N,12.0
40,91486,RENT,0.8,MEDICAL,A,17455,7.63,0,0.191,N,19.0
45,34085,RENT,,HOMEIMPROVEMENT,D,28144,16.02,1,0.826,N,26.0
44,146620,RENT,4.5,EDUCATION,B,29013,9.58,0,0.198,N,26.0
41,73626,RENT,0.4,PERSONAL,B,22876,10.62,0,0.311,N,23.0
46,36579,MORTGAGE,14.0,DEBTCONSOLIDATION,C,27962,11.02,1,0.764,N,25.0
32,178864,OWN,7.0,VENTURE,C,29084,13.76,0,0.163,N,11.0
52,34083,RENT,4.4,EDUCATION,A,22143,9.06,1,0.65,Y,30.0
53,76516,RENT,8.8,HOMEIMPROVEMENT,C,27091,11.38,0,0.354,Y,30.0
60,58663,RENT,0.4,DEBTCONSOLIDATION,A,15179,7.01,0,0.259,N,30.0
54,107049,MORTGAGE,3.2,MEDICAL,E,33807,17.45,1,0.316,N,30.0
20,125104,RENT,5.0,PERSONAL,D,11222,14.19,0,0.09,N,2.0
40,49971,MORTGAGE,8.8,MEDICAL,B,24949,8.04,0,0.499,N,19.0
67,31193,MORTGAGE,7.7,VENTURE,D,17116,14.58,1,0.549,N,30.0
25,64600,MORTGAGE,1.6,EDUCATION,B,18667,10.21,0,0.289,N,6.0
47,32642,RENT,14.1,DEBTCONSOLIDATION,A,9775,8.88,1,0.299,N,27.0
36,164067,MORTGAGE,0.7,EDUCATION,F,30655,19.17,0,0.187,N,17.0
24,53205,RENT,10.4,HOMEIMPROVEMENT,C,15193,13.85,1,0.286,N,3.0
50,39371,RENT,17.7,EDUCATION,B,15676,10.76,0,0.398,N,29.0
24,54765,MORTGAGE,1.0,PERSONAL,B,31776,12.51,1,0.58,N,2.0
57,21844,MORTGAGE,6.4,VENTURE,B,18199,11.19,1,0.833,N,30.0
22,27365,RENT,0.2,MEDICAL,G,16066,24.25,1,0.587,N,4.0
42,100734,RENT,2.6,VENTURE,A,19895,8.34,0,0.198,Y,23.0
56,33052,RENT,3.6,DEBTCONSOLIDATION,B,1246,9.39,0,0.038,Y,30.0
56,26156,RENT,4.3,EDUCATION,B,22209,9.81,1,0.849,N,30.0
29,67642,RENT,,DEBTCONSOLIDATION,B,17800,11.84,1,0.263,N,8.0
29,99849,RENT,5.6,MEDICAL,B,24086,8.04,0,0.241,N,10.0
38,75461,RENT,,DEBTCONSOLIDATION,A,21101,6.68,0,0.28,N,19.0
36,89110,MORTGAGE,8.3,HOMEIMPROVEMENT,A,17491,5.9,1,0.196,N,17.0
40,31129,MORTGAGE,15.0,VENTURE,A,28207,,1,0.906,N,20.0
33,20887,MORTGAGE,0.1,MEDICAL,E,21897,17.99,1,1.048,N,13.0
28,120668,RENT,20.2,MEDICAL,A,30492,8.25,0,0.253,N,10.0
65,40392,OWN,0.5,MEDICAL,C,2421,13.37,0,0.06,Y,30.0
20,42171,MORTGAGE,8.4,PERSONAL,C,33015,11.64,1,0.783,N,2.0
64,108761,MORTGAGE,1.6,VENTURE,D,13970,14.2,0,0.128,N,30.0
32,68441,MORTGAGE,0.7,DEBTCONSOLIDATION,D,8283,15.99,1,0.121,N,12.0
23,64442,OWN,2.9,MEDICAL,A,29488,6.57,0,0.458,N,2.0
20,179692,MORTGAGE,5.2,VENTURE,A,16945,6.86,0,0.094,N,1.0
59,33319,RENT,2.4,MEDICAL,B,1255,11.63,0,0.038,N,30.0
51,85536,MORTGAGE,0.3,HOMEIMPROVEMENT,A,12019,8.41,0,0.141,N,29.0
53,50726,MORTGAGE,4.6,HOMEIMPROVEMENT,C,16487,15.66,1,0.325,Y,30.0
47,57592,MORTGAGE,11.6,HOMEIMPROVEMENT,C,20346,13.12,0,0.353,N,29.0
50,122648,MORTGAGE,2.4,EDUCATION,D,9744,15.23,0,0.079,Y,30.0
27,66482,RENT,1.2,MEDICAL,A,25756,8.0,0,0.387,N,6.0
58,67709,RENT,2.9,EDUCATION,E,18861,17.83,0,0.279,N,30.0
45,93293,OWN,0.2,VENTURE,A,26146,6.87,0,0.28,N,26.0
53,39380,MORTGAGE,8.6,EDUCATION,B,22976,10.26,1,0.583,N,30.0
22,29627,MORTGAGE,8.8,VENTURE,B,1591,12.48,0,0.054,N,2.0
31,26189,RENT,4.4,VENTURE,C,7277,14.34,0,0.278,N,10.0
20,15065,RENT,2.2,VENTURE,B,3260,11.47,0,0.216,N,1.0
63,168337,OWN,8.0,DEBTCONSOLIDATION,E,1347,20.43,0,0.008,N,30.0
24,25287,MORTGAGE,4.0,EDUCATION,E,25741,19.58,1,1.018,N,4.0
49,42926,MORTGAGE,8.7,DEBTCONSOLIDATION,D,7869,14.64,0,0.183,N,28.0
49,41519,RENT,5.0,MEDICAL,A,29082,8.56,0,0.7,N,30.0
36,58949,MORTGAGE,7.7,EDUCATION,D,23080,17.22,0,0.392,Y,17.0
67,79972,RENT,4.6,MEDICAL,C,29979,14.28,0,0.375,N,30.0
66,82148,MORTGAGE,2.7,MEDICAL,A,20422,7.27,0,0.249,N,30.0
42,34549,RENT,15.8,VENTURE,A,23993,8.16,1,0.694,N,23.0
34,44343,RENT,3.9,EDUCATION,A,13386,7.48,1,0.302,N,12.0
56,58078,MORTGAGE,4.6,MEDICAL,A,13938,6.33,0,0.24,N,30.0
40,42225,OWN,1.2,HOMEIMPROVEMENT,B,12159,9.62,0,0.288,Y,22.0
33,128592,RENT,4.9,MEDICAL,F,3274,21.84,1,0.025,N,15.0
21,65813,MORTGAGE,4.2,HOMEIMPROVEMENT,B,19854,9.41,0,0.302,N,3.0
30,76185,RENT,1.0,EDUCATION,B,32815,9.53,0,0.431,N,10.0
58,72964,RENT,0.3,DEBTCONSOLIDATION,F,11482,21.9,1,0.157,Y,30.0
57,99119,RENT,4.6,EDUCATION,A,19961,7.66,0,0.201,Y,30.0
53,54644,RENT,7.2,DEBTCONSOLIDATION,D,21044,16.69,1,0.385,N,30.0
57,22514,MORTGAGE,3.7,DEBTCONSOLIDATION,B,34836,9.03,1,1.547,N,30.0
53,62305,RENT,1.3,EDUCATION,B,22975,11.16,0,0.369,N,30.0
37,33162,RENT,5.5,MEDICAL,B,15706,9.71,1,0.474,Y,17.0
49,35697,OWN,0.4,PERSONAL,B,6974,9.28,0,0.195,N,28.0
34,69690,RENT,2.9,MEDICAL,A,11928,6.89,0,0.171,N,16.0
46,103050,MORTGAGE,0.9,MEDICAL,C,22213,,0,0.216,N,24.0
53,49650,RENT,1.0,VENTURE,A,2950,7.06,0,0.059,N,30.0
57,59000,MORTGAGE,1.1,VENTURE,D,20477,18.64,1,0.347,N,30.0
52,136125,RENT,2.4,MEDICAL,B,11411,8.03,0,0.084,Y,30.0
43,56638,RENT,0.3,HOMEIMPROVEMENT,A,22695,5.64,1,0.401,N,24.0
34,233516,RENT,2.5,DEBTCONSOLIDATION,C,18771,15.09,0,0.08,N,15.0
49,68823,RENT,,VENTURE,A,5274,9.39,1,0.077,N,27.0
61,17043,RENT,3.3,MEDICAL,C,8045,12.46,1,0.472,Y,30.0
36,77034,MORTGAGE,2.4,PERSONAL,F,30714,21.08,0,0.399,Y,14.0
24,61617,OWN,9.1,HOMEIMPROVEMENT,C,9562,14.35,0,0.155,N,4.0
48,106282,MORTGAGE,0.8,EDUCATION,A,28759,7.22,0,0.271,Y,28.0
23,73416,MORTGAGE,3.5,MEDICAL,B,13026,,0,0.177,N,4.0
29,45113,RENT,0.3,MEDICAL,C,32589,13.51,1,0.722,N,9.0
36,23515,RENT,0.4,DEBTCONSOLIDATION,D,32738,14.22,1,1.392,N,15.0
29,43242,RENT,4.3,HOMEIMPROVEMENT,A,27844,7.09,1,0.644,Y,8.0
36,29427,RENT,4.2,VENTURE,B,24447,10.51,1,0.831,Y,15.0
39,34602,MORTGAGE,10.5,VENTURE,B,25879,10.62,1,0.748,N,19.0
43,69783,MORTGAGE,4.1,VENTURE,A,12966,5.42,0,0.186,N,22.0
24,133511,RENT,16.1,EDUCATION,B,18732,11.4,0,0.14,N,2.0
53,62118,RENT,0.2,HOMEIMPROVEMENT,B,6289,10.66,0,0.101,N,30.0
25,23919,MORTGAGE,0.5,HOMEIMPROVEMENT,D,21012,14.73,1,0.878,N,6.0
21,64007,MORTGAGE,0.2,VENTURE,E,19812,20.66,1,0.31,N,1.0
32,100506,RENT,1.0,VENTURE,C,24092,13.08,1,0.24,N,11.0
62,34000,OWN,3.9,DEBTCONSOLIDATION,B,26105,10.16,0,0.768,N,30.0
62,45233,OWN,5.2,PERSONAL,A,15294,8.27,0,0.338,N,30.0
67,49454,RENT,0.2,PERSONAL,G,4621,25.0,1,0.093,N,30.0
30,30609,RENT,14.6,MEDICAL,G,33442,24.32,1,1.093,N,11.0
66,72328,MORTGAGE,9.2,MEDICAL,E,22699,19.49,0,0.314,Y,30.0
42,45589,OWN,1.8,HOMEIMPROVEMENT,C,3347,12.3,0,0.073,N,21.0
35,63052,MORTGAGE,0.4,HOMEIMPROVEMENT,B,30486,,0,0.484,Y,13.0
50,28781,RENT,0.9,EDUCATION,D,18110,15.36,1,0.629,N,28.0
30,37704,RENT,0.7,EDUCATION,B,5923,11.34,0,0.157,N,12.0
35,75616,MORTGAGE,0.7,PERSONAL,B,16611,11.46,0,0.22,N,17.0
27,39194,MORTGAGE,3.7,MEDICAL,C,20199,15.46,0,0.515,N,9.0
23,138161,RENT,1.4,PERSONAL,A,10066,5.0,0,0.073,N,4.0
59,38569,MORTGAGE,2.2,PERSONAL,A,27754,6.74,1,0.72,N,30.0
23,56095,MORTGAGE,22.8,MEDICAL,B,25260,12.06,1,0.45,N,4.0
44,85781,MORTGAGE,5.8,EDUCATION,B,17991,8.82,0,0.21,N,23.0
22,20930,MORTGAGE,14.9,DEBTCONSOLIDATION,D,23553,16.97,1,1.125,N,1.0
51,17043,MORTGAGE,0.8,DEBTCONSOLIDATION,A,25174,8.86,1,1.477,N,30.0
22,19625,RENT,2.4,DEBTCONSOLIDATION,A,22957,7.47,1,1.17,N,3.0
46,104563,MORTGAGE,4.0,MEDICAL,A,1634,5.79,0,0.016,N,27.0
48,35202,RENT,0.4,VENTURE,A,30881,7.35,1,0.877,N,28.0
51,227503,MORTGAGE,0.0,VENTURE,A,13771,9.25,0,0.061,Y,30.0
38,34942,RENT,5.5,VENTURE,C,19298,15.35,1,0.552,N,17.0
40,54760,MORTGAGE,5.1,HOMEIMPROVEMENT,B,15340,10.75,0,0.28,N,21.0
24,123656,RENT,2.6,EDUCATION,C,34356,12.33,0,0.278,N,4.0
37,163350,RENT,3.4,EDUCATION,G,7351,25.0,0,0.045,N,18.0
47,168872,RENT,2.7,HOMEIMPROVEMENT,C,4838,14.49,0,0.029,N,26.0
61,101216,RENT,0.1,PERSONAL,A,2973,6.41,0,0.029,Y,30.0
41,90620,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11247,7.91,0,0.124,N,21.0
40,69948,MORTGAGE,1.0,VENTURE,D,32655,16.36,0,0.467,N,20.0
25,78199,MORTGAGE,0.5,DEBTCONSOLIDATION,B,7683,9.74,0,0.098,N,6.0
20,35217,RENT,15.7,VENTURE,D,12244,16.42,1,0.348,N,1.0
24,30003,RENT,4.6,DEBTCONSOLIDATION,D,30058,17.33,1,1.002,N,3.0
60,48921,RENT,,PERSONAL,E,29371,18.14,1,0.6,N,30.0
31,44262,RENT,1.9,DEBTCONSOLIDATION,E,4822,19.95,1,0.109,N,10.0
45,37349,OWN,2.5,DEBTCONSOLIDATION,B,29878,8.39,0,0.8,N,24.0
65,74446,RENT,1.4,MEDICAL,B,6914,13.16,0,0.093,N,30.0
53,86958,RENT,0.5,DEBTCONSOLIDATION,F,19164,21.07,0,0.22,N,30.0
33,51691,RENT,1.0,MEDICAL,B,28180,11.79,0,0.545,N,12.0
45,118957,RENT,8.0,EDUCATION,A,4688,7.76,0,0.039,N,25.0
64,24710,MORTGAGE,5.7,HOMEIMPROVEMENT,C,15683,12.51,0,0.635,N,30.0
46,43643,MORTGAGE,4.0,DEBTCONSOLIDATION,B,14080,10.46,0,0.323,N,24.0
28,31885,RENT,3.2,EDUCATION,D,31953,13.71,1,1.002,N,9.0
45,15995,RENT,12.8,MEDICAL,C,10916,14.33,1,0.682,N,27.0
66,46648,RENT,0.4,DEBTCONSOLIDATION,B,30677,10.73,1,0.658,Y,30.0
41,45567,RENT,1.6,DEBTCONSOLIDATION,F,28360,,0,0.622,N,19.0
66,121548,RENT,2.2,PERSONAL,D,14453,16.9,0,0.119,N,30.0
49,71573,OWN,7.6,EDUCATION,C,23703,,0,0.331,N,27.0
62,26515,MORTGAGE,24.5,VENTURE,A,9640,8.23,0,0.364,N,30.0
67,149112,MORTGAGE,1.4,VENTURE,B,30263,11.65,1,0.203,Y,30.0
36,101988,RENT,10.4,PERSONAL,C,33849,12.84,1,0.332,N,17.0
45,69512,RENT,8.9,MEDICAL,A,17078,6.5,0,0.246,N,24.0
55,42792,MORTGAGE,1.3,VENTURE,A,24383,5.43,0,0.57,N,30.0
20,27565,MORTGAGE,2.5,VENTURE,C,16536,13.65,0,0.6,N,2.0
27,39209,MORTGAGE,2.6,HOMEIMPROVEMENT,B,8410,11.04,1,0.214,N,5.0
54,94206,RENT,19.1,EDUCATION,B,16926,8.91,0,0.18,N,30.0
34,151865,MORTGAGE,1.0,MEDICAL,A,32159,9.2,0,0.212,N,16.0
66,123741,RENT,8.0,DEBTCONSOLIDATION,B,30090,9.51,0,0.243,N,30.0
41,36559,MORTGAGE,2.0,EDUCATION,C,21567,10.98,0,0.59,N,21.0
33,25039,MORTGAGE,6.6,MEDICAL,A,16367,9.29,0,0.654,N,11.0
45,53344,MORTGAGE,2.7,VENTURE,A,6813,5.13,0,0.128,N,23.0
47,16965,RENT,4.3,HOMEIMPROVEMENT,C,17498,14.66,0,1.031,N,29.0
42,59510,MORTGAGE,8.9,EDUCATION,F,26989,21.87,1,0.454,N,24.0
33,44866,RENT,8.2,VENTURE,C,26568,13.88,1,0.592,N,11.0
43,37063,RENT,10.1,MEDICAL,A,2041,6.87,0,0.055,N,24.0
21,18829,RENT,0.3,EDUCATION,B,31099,11.1,1,1.652,N,1.0
64,66713,MORTGAGE,5.9,DEBTCONSOLIDATION,D,25364,17.26,0,0.38,N,30.0
45,35609,RENT,0.8,EDUCATION,A,24482,6.32,0,0.688,N,26.0
33,24295,RENT,2.7,VENTURE,C,4676,14.67,0,0.192,N,11.0
26,15000,OWN,4.0,EDUCATION,B,22781,11.62,1,1.519,Y,5.0
22,48218,RENT,2.6,DEBTCONSOLIDATION,A,31048,7.85,0,0.644,N,4.0
66,141967,MORTGAGE,3.7,HOMEIMPROVEMENT,D,4065,15.35,1,0.029,N,30.0
42,132820,RENT,28.3,HOMEIMPROVEMENT,C,3036,14.62,0,0.023,Y,23.0
65,37262,RENT,0.7,VENTURE,C,17924,14.11,1,0.481,N,30.0
62,34155,MORTGAGE,5.6,MEDICAL,A,33844,6.28,1,0.991,N,30.0
66,64942,RENT,2.5,VENTURE,A,17407,,0,0.268,N,30.0
64,26929,RENT,0.7,HOMEIMPROVEMENT,B,22518,11.48,1,0.836,N,30.0
37,58751,MORTGAGE,0.9,PERSONAL,B,18059,10.64,0,0.307,N,19.0
57,77625,MORTGAGE,14.9,PERSONAL,A,24052,8.8,0,0.31,N,30.0
54,102350,MORTGAGE,10.6,EDUCATION,A,5267,7.09,0,0.051,N,30.0
34,46161,RENT,11.9,DEBTCONSOLIDATION,A,6988,6.3,0,0.151,N,15.0
44,43381,RENT,23.9,EDUCATION,G,28974,25.0,1,0.668,Y,25.0
56,28946,MORTGAGE,1.2,PERSONAL,C,25036,,0,0.865,N,30.0
47,29847,MORTGAGE,2.2,HOMEIMPROVEMENT,E,9680,17.9,1,0.324,Y,25.0
29,42792,MORTGAGE,5.5,EDUCATION,A,2485,7.84,0,0.058,Y,10.0
58,61109,MORTGAGE,3.3,VENTURE,F,15713,22.18,0,0.257,N,30.0
36,84808,MORTGAGE,2.7,DEBTCONSOLIDATION,A,21043,8.28,0,0.248,Y,17.0
58,30275,RENT,2.2,VENTURE,B,3419,13.27,0,0.113,N,30.0
41,120043,RENT,4.5,DEBTCONSOLIDATION,D,18140,15.86,1,0.151,Y,23.0
45,41661,MORTGAGE,4.3,HOMEIMPROVEMENT,B,13961,9.45,0,0.335,N,24.0
63,48396,RENT,0.9,EDUCATION,B,7487,10.24,1,0.155,N,30.0
44,31309,RENT,3.2,DEBTCONSOLIDATION,A,32110,,1,1.026,N,24.0
36,15000,MORTGAGE,4.0,VENTURE,A,17360,7.42,1,1.157,N,16.0
32,83318,OWN,4.2,EDUCATION,C,25882,12.32,1,0.311,Y,10.0
39,76275,RENT,1.2,EDUCATION,C,18502,14.44,0,0.243,Y,17.0
44,41406,RENT,6.8,VENTURE,C,8631,13.94,1,0.208,N,26.0
23,51031,RENT,0.1,PERSONAL,B,4017,8.98,1,0.079,Y,3.0
